1,-4.0667,-5.0104
1,-1.9289,-3.1778
1,-5.0633,-5.6843
1,-2.9616,-4.5334
1,-7.0978,-7.1132
1,-4.8118,-5.2915
1,-5.0217,-4.5007
1,-2.4953,-2.9532
1,-0.907,-4.0635
1,-7.0691,-6.1956
2,-4.0729,-5.8483
2,-2.7712,-3.9935
2,-4.7321,-5.8919
2,-4.4395,-5.8667
2,-7.5943,-7.7259
2,-4.7095,-5.1631
2,-5.0294,-4.6341
2,-3.0164,-3.9492
2,-1.8436,-5.1801
2,-6.4228,-5.8865
3,-5.2494,-6.5336
3,-2.2809,-3.1866
3,-6.2641,-6.4377
3,-2.6499,-4.2869
3,-6.427,-6.7948
3,-4.4812,-4.9041
3,-4.0963,-3.1335
3,-1.7081,-2.3589
3,-1.221,-4.2363
3,-7.0075,-5.1893
4,-5.7773,-7.4889
4,-2.9948,-4.4104
4,-7.0353,-6.7394
4,-3.9262,-4.5247
4,-7.1618,-7.1791
4,-3.2136,-4.1511
4,-5.0682,-5.5078
4,-4.4406,-5.1568
4,-2.2428,-4.9203
4,-7.1027,-6.3556
