1,-8.1745,-8.9023
1,-6.058,-7.3361
1,-8.1174,-8.8611
1,-6.4156,-7.258
1,-9.621,-9.5462
1,-6.7753,-7.3544
1,-7.7571,-8.675
1,-8.0534,-8.9727
1,-5.8596,-7.1357
1,-6.7944,-7.7262
2,-10.258,-9.8342
2,-7.6782,-8.4706
2,-8.4807,-9.1052
2,-6.429,-7.536
2,-8.1056,-9.0359
2,-7.6149,-8.1072
2,-6.5241,-7.9288
2,-5.4417,-7.4353
2,-5.9053,-7.9936
2,-7.1191,-8.3761
3,-7.5006,-8.3698
3,-6.2839,-7.4164
3,-10.189,-9.6778
3,-7.1472,-8.179
3,-8.2653,-9.224
3,-7.1583,-7.7214
3,-6.1618,-7.3848
3,-4.977,-6.2783
3,-6.2477,-7.468
3,-5.278,-7.381
4,-7.0586,-8.4002
4,-7.639,-8.4061
4,-7.1218,-7.9473
4,-7.1153,-7.9213
4,-9.1704,-9.4689
4,-6.8964,-7.7547
4,-8.1639,-8.9079
4,-7.6095,-7.841
4,-7.9107,-8.5876
4,-8.0322,-8.6902
