1,8.1303
1,8.9319
1,8.1273
1,11.051
1,8.0565
1,7.7964
1,11.924
1,6.928
1,12.079
1,5.2712
1,8.0499
1,7.6861
1,12.539
1,9.6779
1,9.5215
1,8.3112
1,10.852
1,7.5835
1,7.6876
1,9.8487
2,12.023
2,12.07
2,9.8125
2,12.709
2,8.485
2,5.125
2,16.994
2,10.203
2,11.084
2,9.046
2,13.083
2,13.188
2,13.564
2,10.154
2,10.37
2,15.113
2,11.636
2,10.828
2,7.6781
2,16.07
3,10.897
3,13.297
3,15.138
3,20.313
3,15.068
3,5.4456
3,19.565
3,19.865
3,17.081
3,14.212
3,14.174
3,13.186
3,16.812
3,11.968
3,16.581
3,13.713
3,19.735
3,14.956
3,10.372
3,16.429
4,7.2262
4,10.261
4,14.66
4,11.017
4,12.354
4,9.9004
4,10.364
4,9.2061
4,9.2215
4,5.4766
4,10.032
4,12.585
4,11.368
4,11.726
4,11.173
4,8.6521
4,13.583
4,8.6825
4,10.098
4,10.974
