1,8.773
1,8.3946
1,7.8786
1,11.066
1,7.9117
1,8.6104
1,12.013
1,6.2114
1,11.685
1,5.3456
1,8.2464
1,6.7998
1,12.49
1,9.155
1,9.3798
1,9.1161
1,10.369
1,6.7383
1,6.7012
1,9.8343
2,12.12
2,11.663
2,9.8734
2,11.311
2,9.1316
2,5.5214
2,16.753
2,10.486
2,9.5045
2,9.4304
2,12.163
2,11.593
2,13.553
2,10.126
2,9.5055
2,15.509
2,12.002
2,5.3548
2,8.1748
2,15.444
3,11.348
3,13.007
3,15.299
3,19.376
3,14.644
3,5.2993
3,13.785
3,20.208
3,16.959
3,13.339
3,10.218
3,12.824
3,16.348
3,10.893
3,16.22
3,8.7126
3,19.759
3,14.039
3,10.712
3,17.502
4,8.1589
4,9.6258
4,13.873
4,8.6097
4,12.365
4,14.623
4,10.238
4,8.6551
4,9.7789
4,7.5392
4,9.5003
4,11.71
4,10.201
4,11.167
4,10.711
4,9.4779
4,13.799
4,7.9029
4,10.86
4,12.131
