1,-8.7467,0.87315
1,-5.6076,0.85676
1,-7.8141,0.35298
1,-8.0999,1.0024
1,-7.2075,0.14094
1,-5.3854,1.304
1,-6.1545,1.1207
1,-5.1386,0.95913
1,-2.7379,0.57358
1,-5.2167,0.9247
2,-8.738,1.2418
2,-6.6258,1.2286
2,-7.6145,0.92276
2,-8.211,1.1444
2,-7.5223,0.1975
2,-6.5015,1.1311
2,-6.2798,0.75338
2,-5.9472,0.95371
2,-4.5944,0.72542
2,-6.6461,0.57211
3,-7.7989,2.4862
3,-5.5798,0.54731
3,-7.6781,0.39056
3,-8.2222,0.65444
3,-7.6142,0.32805
3,-5.6718,1.2498
3,-6.4944,0.55509
3,-5.4963,0.68933
3,-3.4945,0.51226
3,-5.2419,0.53468
4,-9.0288,2.8844
4,-6.3922,1.0252
4,-7.7201,0.29815
4,-7.8124,0.65402
4,-7.5516,0.10993
4,-6.6347,1.1756
4,-6.4625,1.0676
4,-5.4228,0.8552
4,-5.2476,0.47955
4,-4.21,0.59163
