1,0.21718
1,0.36543
1,0.26066
1,0.66944
1,0.56076
1,0.73493
1,0.24598
1,0.29523
1,0.29015
1,11.781
1,5.8895
1,0.24325
1,0.4102
1,1.7656
1,0.23212
1,0.11722
1,0.15036
1,2.1698
1,0.12813
1,0.13124
2,0.1422
2,0.34786
2,0.94477
2,1.3054
2,0.1215
2,0.37217
2,0.20844
2,0.68177
2,0.34155
2,1.7779
2,1.0787
2,0.3653
2,0.39909
2,0.51057
2,0.6476
2,0.23852
2,0.25497
2,0.75843
2,0.32602
2,0.29616
3,0.16114
3,0.1291
3,0.23564
3,0.35634
3,0.21588
3,0.42654
3,0.13859
3,0.24213
3,0.2916
3,0.4472
3,0.27631
3,0.22114
3,0.23513
3,0.18654
3,0.24715
3,0.16091
3,0.16079
3,0.32355
3,0.48849
3,0.24503
4,0.3481
4,1.2067
4,1.3926
4,0.34753
4,0.40612
4,0.65332
4,0.29713
4,0.35345
4,0.47413
4,1.1987
4,0.89369
4,1.086
4,0.42221
4,1.6159
4,0.36575
4,0.38517
4,0.27048
4,12.053
4,0.42203
4,0.71666
